date,speculation,adoption,altcoins,none,posts_count
2010-01,0.0,0.8429244153563731,0.0,0.21607378129117258,0.003964321110009911
2010-02,0.0,1.0,0.0,0.0,0.004955401387512388
2010-03,0.0,0.8080187298800117,0.0,0.26409017713365535,0.002973240832507433
2010-04,0.0,0.8272168568920106,0.0,0.23768115942028986,0.003468780971258672
2010-05,0.9523809523809523,0.424056189640035,0.0,0.0,0.0
2010-06,0.0,0.8920105355575065,0.0,0.14855072463768115,0.006442021803766105
2010-07,0.06420545746388442,0.8252754732615837,0.0,0.18694023774629537,0.04261645193260653
2010-08,0.06568144499178982,0.6425176349489874,0.15736984448951993,0.4097951024487756,0.04162537165510406
2010-09,0.0696864111498258,0.662862159789289,0.0,0.4057971014492754,0.018830525272547076
2010-10,0.14285714285714288,0.5968393327480246,0.0,0.43574879227053137,0.028245787908820614
2010-11,0.12642225031605564,0.571864778139495,0.12116085372201976,0.46274208028728997,0.054509415262636265
2010-12,0.08163265306122448,0.6379781763451648,0.0,0.4300897170462388,0.050545094152626355
2011-01,0.031055900621118012,0.6619460243539337,0.1488171355498721,0.4133585381222432,0.04410307234886025
2011-02,0.18674136321195145,0.44664222141885723,0.0,0.6058539357772094,0.07433102081268582
2011-03,0.09852216748768473,0.5456994944143378,0.0,0.5429785107446277,0.11347869177403369
2011-04,0.21164021164021163,0.36588004717943257,0.046098237274707854,0.6882350070755868,0.14568880079286423
2011-05,0.22915650901999024,0.3513260838949199,0.023363782373017464,0.6976307068308848,0.28889990089197226
2011-06,0.429732868757259,0.0,0.10435347919655666,0.9999999999999999,0.9737363726461844
2011-07,0.2753872633390706,0.26306948602134617,0.03299078667611623,0.7789069320761306,0.4098116947472745
2011-08,0.2502951593860685,0.15750368236600165,0.13578026251823042,0.9271529524493951,0.29831516352824583
2011-09,0.1830481496219658,0.2540003570546415,0.22882189087334096,0.8342012837592345,0.176412289395441
2011-10,0.23483365949119372,0.2946660733399882,0.03751007252215954,0.7683938852491562,0.17938553022794845
2011-11,0.1594114040465972,0.34001288684072706,0.0,0.7752690178515892,0.11397423191278493
2011-12,0.10752688172043011,0.4705032711206776,0.0,0.6389278479040049,0.0906838453914767
2012-01,0.18099547511312217,0.39017714197180187,0.24780409901517167,0.6452882156206964,0.10802775024777006
2012-02,0.17656500802568217,0.37875723826340857,0.07691672174487771,0.69434945448624,0.08671952428146679
2012-03,0.22457891453524642,0.4265712281132228,0.0,0.6019872159989873,0.11199207135777997
2012-04,0.0624512099921936,0.4712646986859339,0.0748151719704275,0.6623901164172011,0.08919722497522299
2012-05,0.08658008658008659,0.3642178716805582,0.05926916221033868,0.7922705314009661,0.11298315163528246
2012-06,0.07263922518159807,0.4435797086352882,0.05801345962113658,0.6949152542372881,0.11546085232903865
2012-07,0.11327879169288863,0.39107262340796667,0.0,0.7434080316669859,0.1110009910802775
2012-08,0.18062397372742203,0.3048954012896976,0.0,0.8059303681492586,0.08473736372646185
2012-09,0.1567209162145871,0.38760404974383467,0.0,0.7120406041704885,0.11595639246778988
2012-10,0.21321961620469082,0.47133515914719637,0.10217295873573308,0.5321219987021415,0.06491575817641229
2012-11,0.038610038610038616,0.40459862847922534,0.09250794912559618,0.7708578143360753,0.07185332011892963
2012-12,0.0468384074941452,0.4051727860216754,0.0,0.7792824899025896,0.058969276511397425
2013-01,0.17857142857142858,0.5320456540825285,0.0,0.49516908212560384,0.06987115956392467
2013-02,0.20779220779220778,0.607311038390933,0.0,0.36732542819499336,0.10753221010901882
2013-03,0.30181086519114686,0.37944082404877033,0.03213891190278928,0.5969925835204464,0.20961347869177402
2013-04,0.4053248559507252,0.3799992917682713,0.1142518203387057,0.49585777347765614,0.354806739345887
2013-05,0.15444015444015446,0.4104358968274684,0.32377782193958665,0.626321974148061,0.2918731417244797
2013-06,0.14466546112115733,0.4007268201064669,0.10398361876396127,0.6859658778205833,0.19425173439048563
2013-07,0.126984126984127,0.48804994634669785,0.15212418300653593,0.5721953837895867,0.13230921704658077
2013-08,0.09150991357397052,0.4343043001446609,0.14616914381410925,0.6766723399865904,0.1377601585728444
2013-09,0.1142857142857143,0.5008486976880304,0.06084967320261437,0.5809983896940418,0.11000991080277502
2013-10,0.18433179723502305,0.3231996698534976,0.06309297912713471,0.7667134174848059,0.1060455896927651
2013-11,0.2905569007263923,0.30691507566851683,0.21271601861083414,0.6747727830999755,0.3493557978196234
2013-12,0.25372311086596805,0.45963573004837266,0.17620561738208793,0.5016693712345887,0.38354806739345887
2014-01,0.17791732077446365,0.48734671825102027,0.33433886375062843,0.4991594556811948,0.4043607532210109
2014-02,0.2690075038935297,0.19858760183806667,0.24424298956450763,0.8362419384955688,0.4985133795837463
2014-03,0.23233908948194665,0.17595731748497334,0.18054298642533934,0.9089345437171523,0.44945490584737363
2014-04,0.22568269013766645,0.415867415085154,0.17303224607378495,0.5857545161068755,0.3121902874132805
2014-05,0.25316455696202533,0.3657327658061147,0.17330603127326877,0.6318106769400109,0.27254707631318137
2014-06,0.23626373626373626,0.5049098399405687,0.15797511312217194,0.45707915273132665,0.2561942517343905
2014-07,0.156824307767704,0.48135420164840204,0.234840076682474,0.5422228851269049,0.28741328047571857
2014-08,0.2757406864183045,0.40395137490467703,0.08433989612272012,0.5759009612237003,0.23984142715559958
2014-09,0.22023809523809526,0.4096575943810359,0.2281862745098039,0.5892512077294686,0.23637264618434092
2014-10,0.19933554817275748,0.43075321069073236,0.3714660282717738,0.552746882372767,0.25421209117938554
2014-11,0.17543859649122806,0.4139519122652988,0.04003267973856209,0.6532757013306212,0.16798810703666997
2014-12,0.1518288474810214,0.4198826837678613,0.2314933219664677,0.6315199887978716,0.20366699702675917
2015-01,0.44984802431610943,0.2537238712569816,0.11652065081351688,0.6321307431390687,0.23141724479682854
2015-02,0.19436345966958213,0.3613684279682021,0.2483660130718954,0.6736994314634066,0.21704658077304262
2015-03,0.1436130007558579,0.42862717226193947,0.07244008714596949,0.6539375814738133,0.18582755203171455
2015-04,0.1327088212334114,0.3768476805941363,0.22444551591128253,0.7078482616615189,0.1798810703666997
2015-05,0.1238390092879257,0.43832105181613334,0.12716262975778544,0.6475523847983129,0.15857284440039643
2015-06,0.146741476046612,0.5406369609213573,0.12408921272436467,0.48828757826524805,0.16253716551040634
2015-07,0.1828029790115098,0.5168623012620199,0.09733063841650402,0.49563843670581764,0.20763131813676908
2015-08,0.1407716371220021,0.47029985324557977,0.12491949334478314,0.5898656511160478,0.2700693756194252
2015-09,0.10924369747899161,0.5375509993286163,0.12080449826989619,0.5242966751918158,0.16699702675916747
2015-10,0.11995637949836424,0.5317708717302576,0.05225639874270318,0.5352361986945458,0.12834489593657086
2015-11,0.22579244463742942,0.3697879278735945,0.16645807259073842,0.6501916215144706,0.16154608523290387
2015-12,0.19616204690831557,0.26244807568828377,0.20434591747146616,0.8159203980099502,0.16451932606541128
2016-01,0.17660044150110377,0.40117100512242065,0.15111673808596285,0.6506062641968199,0.22299306243805747
2016-02,0.141287284144427,0.534814614709259,0.11283936651583709,0.5027870680044593,0.17888999008919723
2016-03,0.1006036217303823,0.5011190938431291,0.19283347141673568,0.5690957338232292,0.13924677898909812
2016-04,0.10689990281827016,0.32414756947555134,0.3725490196078431,0.7761017450458443,0.1442021803766105
2016-05,0.1873536299765808,0.19880416076388963,0.09619093539054965,0.9295726843838034,0.21010901883052527
2016-06,0.461599681655392,0.21068424875458847,0.22882189087334096,0.6620645109200275,0.176412289395441
2016-07,0.3832752613240418,0.3415276558384548,0.29218974175035867,0.536231884057971,0.16105054509415262
2016-08,0.1833976833976834,0.27034145646963914,0.3700317965023847,0.7869173521347435,0.14519326065411298
2016-09,0.10249839846252402,0.47312763536577207,0.30697705091005006,0.5862091375836744,0.10901883052527254
2016-10,0.14906832298136646,0.5116998129556818,0.23810741687979536,0.5063642091997479,0.11248761149653122
2016-11,0.19207683073229292,0.6224906116968296,0.11505190311418684,0.33954451345755693,0.11645193260654113
2016-12,0.22077922077922077,0.5758959214622077,0.18669786096256683,0.36732542819499336,0.10753221010901882
2017-01,0.3016858917480036,0.43657670725655606,0.3401534526854219,0.46502835538752363,0.15807730426164518
2017-02,0.2282333051563821,0.49391919622216096,0.16202575704838146,0.47817511362661863,0.166005946481665
2017-03,0.3083594314622982,0.4784454870770638,0.27705584763416324,0.4128357406456974,0.29236868186323095
2017-04,0.1768033946251768,0.4140769652031051,0.13555620267909144,0.6353852776582006,0.19871159563924676
2017-05,0.4090100770598696,0.39776829788086654,0.3976690261166707,0.41914727283661074,0.2373637264618434
2017-06,0.3526598924088464,0.4794817446119146,0.34371154319468367,0.3629858710811958,0.23538156590683845
2017-07,0.5291005291005291,0.3831001853477709,0.44623093681917203,0.33099302200751474,0.3330029732408325
2017-08,0.4553697360467459,0.383439559854424,0.3475898116651456,0.40898591606876394,0.34985133795837464
2017-09,0.7585335018963338,0.2775218131103978,0.3786276678813118,0.2971014492753623,0.4464816650148662
2017-10,0.5345449685954831,0.36640793172748465,0.7940626203708798,0.28904163446807934,0.5282457879088206
2017-11,0.9088566274375054,0.18335808488947847,0.6174613561600226,0.2601200902855848,0.8225966303270565
2017-12,0.8821658302113522,0.12026791559563998,0.7519646651337427,0.3457608157821139,1.0
2018-01,0.6935706613472457,0.22795072467321564,1.0,0.31146188452497703,0.921209117938553
2018-02,0.7582003943359025,0.12958052750492133,0.9705790095209977,0.3981233975233211,0.7884043607532211
2018-03,0.7174482696304328,0.2065745610600862,0.7101052944897123,0.3713298316053864,0.7819623389494549
2018-04,0.8486238532110093,0.18363927797601287,0.7693436319481921,0.28347294242786863,0.43062438057482655
2018-05,0.5825242718446602,0.3424175524433799,0.7709594517418616,0.2861404249331645,0.2537165510406343
2018-06,0.7046764894298526,0.24068394508596547,0.7674426272751252,0.3250796126600377,0.2195242814667988
2018-07,0.5926388022457892,0.3963907664349713,0.3886141792961726,0.2698563382064426,0.22547076313181366
2018-08,0.8565561748313288,0.23010385925187438,0.28113298707573375,0.29771151385292977,0.23984142715559958
2018-09,0.7598784194528876,0.35665850970429447,0.18206351689612013,0.22124576009867405,0.18483647175421208
2018-10,0.4700460829493088,0.45935597156532326,0.0883301707779886,0.33735390369331464,0.15213082259663033
2018-11,0.8398517908604364,0.1883673681094442,0.4734700796745211,0.335630455665539,0.17046580773042616
2018-12,0.7802197802197801,0.3088674275680421,0.21063348416289593,0.26510590858416944,0.12735381565906836
2019-01,0.43650793650793657,0.424056189640035,0.2535403050108932,0.3851315083199141,0.10555004955401387
2019-02,0.3131115459882583,0.5739593731583821,0.37510072522159543,0.26047250347429024,0.07086223984142714
2019-03,0.3435804701627487,0.4750891854947157,0.34661206254653754,0.3760777838928637,0.07680872150644202
2019-04,0.44411547002220575,0.3822778821527837,0.212816214568729,0.4433430952917323,0.09415262636273537
2019-05,0.5784399649430324,0.25268640557587385,0.37797726452544206,0.4811949853294212,0.16005946481665015
2019-06,0.5582922824302136,0.3777158830593481,0.15736984448951993,0.3642623132878005,0.1278493557978196
2019-07,0.5618649133293485,0.24814029777276536,0.6874230863893673,0.44751682736037834,0.11694747274529237
2019-08,0.4535147392290249,0.23207491952004677,0.5795206971677559,0.5784832451499118,0.09217046580773042
2019-09,0.5238095238095238,0.260872110038045,0.4563725490196078,0.5017713365539452,0.08771060455896927
2019-10,0.5961754780652418,0.3469613488831893,0.5390226956924501,0.3087983567271482,0.12438057482656095
2019-11,0.6477732793522267,0.3144636427294345,0.2771493212669683,0.35604060318019126,0.12091179385530228
2019-12,0.7335907335907336,0.24504662696058654,0.06167196608373078,0.4175479827653741,0.10852329038652131
2020-01,0.661505981703026,0.3020582396623086,0.26977687626774843,0.36296137645462984,0.09910802775024777
2020-02,0.5346700083542189,0.31290913851793656,0.16013071895424835,0.47258242223917274,0.08325074331020813
2020-03,0.9467455621301776,0.15142006639271444,0.08101287852419073,0.3656633221850613,0.08225966303270564
2020-04,0.7630878438331855,0.16291396506688327,0.0,0.516698172652804,0.07829534192269573
2020-05,0.5765534913516976,0.209691453048658,0.4297678712740701,0.5329173978033405,0.10901883052527254
2020-06,0.4956268221574344,0.27713174822167663,0.0,0.5820763087843833,0.09563924677898909
2020-07,0.3686635944700461,0.2865728284573337,0.2649905123339658,0.6287050023375409,0.0753221010901883
2020-08,0.5609114811568799,0.3639884302773393,0.41997473836160226,0.33537832310838445,0.07928642220019821
2020-09,0.30557677616501144,0.44561558361072895,0.29285938974520287,0.45756800744013015,0.09117938553022795
2020-10,0.6625258799171843,0.26546296649743606,0.1984228473998295,0.4248407197367499,0.10109018830525272
2020-11,0.780107264748903,0.23928240747676988,0.14018269423810478,0.3731513083048919,0.14370664023785926
2020-12,0.9718172983479105,0.15959219508698996,0.23284313725490197,0.3072069407473134,0.1442021803766105
2021-01,1.0,0.031505013631532575,0.28823529411764703,0.4503432494279176,0.18681863230921705
2021-02,0.7955182072829132,0.214006094096989,0.3221453287197231,0.36351236146632565,0.12487611496531217
2021-03,0.5483405483405484,0.31933913321095053,0.1382947118241236,0.4561557605035865,0.09663032705649158
2021-04,0.7407407407407407,0.3143526067143274,0.14488017429193897,0.3018173452956061,0.09217046580773042
2021-05,0.821917808219178,0.305711571072919,0.12503357507386514,0.2496194824961948,0.10703666997026759
2021-06,0.6334841628959276,0.36672241666302496,0.12390204950758583,0.3226441078103482,0.10802775024777006
2021-07,0.47058823529411764,0.43083199917368153,0.16107266435986156,0.36351236146632565,0.08275520317145688
2021-08,0.446927374301676,0.48840745336740543,0.07648701938876108,0.3186786495020646,0.08721506442021804
2021-09,0.41252864782276544,0.40865662251811075,0.0,0.47027822986902273,0.09117938553022795
2021-10,0.7256235827664399,0.32806555458004105,0.0,0.3206809293765815,0.06095143706640238
2021-11,0.471821756225426,0.5244500648403958,0.1256071235833783,0.23986172051588886,0.05252725470763131
2021-12,0.7861936720997124,0.19986329701669303,0.0,0.44664915864215543,0.07234886025768086
2022-01,0.6993006993006994,0.3475321868649348,0.0,0.3158001418870984,0.06937561942517344
2022-02,0.3246753246753247,0.5680421422300264,0.0,0.32411067193675885,0.0639246778989098
2022-03,0.41500399042298486,0.41118593689456095,0.22946105816628323,0.4249048660027528,0.08721506442021804
2022-04,0.42857142857142855,0.3856599356160375,0.2281862745098039,0.44895330112721415,0.08771060455896927
2022-05,0.54673721340388,0.34939680681559526,0.0,0.44015029522275895,0.07879088206144697
2022-06,0.9415584415584415,0.2637081969829994,0.31116310160427807,0.17555994729907773,0.08572844400396432
2022-07,0.611065235342692,0.3308398503910235,0.23741924515470922,0.3709474742397587,0.0842418235877106
2022-08,0.4732690622261174,0.3639884302773393,0.0,0.4811949853294212,0.07928642220019821
2022-09,0.5422314911366006,0.3189569541728883,0.0,0.48577171268380404,0.066402378592666
2022-10,0.684931506849315,0.34910459788086157,0.2813255439161966,0.27675203494143336,0.07086223984142714
2022-11,0.5904761904761905,0.36646180860403854,0.18254901960784312,0.3485990338164251,0.07284440039643211
2022-12,0.47038327526132406,0.33625987708516236,0.250448350071736,0.4782608695652174,0.07978196233894945
2023-01,0.45207956600361665,0.5297673953390161,0.0,0.2707760044028618,0.07680872150644202
2023-02,0.3592814371257485,0.47233890428099023,0.1639661852765058,0.3985073331597674,0.08126858275520317
2023-03,0.7263922518159807,0.29715331617089014,0.11602691924227317,0.3424220093343159,0.11546085232903865
2023-04,0.7899934167215275,0.26746317207672654,0.12618595825426943,0.3285914646363454,0.1060455896927651
2023-05,0.5184331797235023,0.4426350222322919,0.2208254269449715,0.2971014492753623,0.12140733399405351
2023-06,0.47619047619047616,0.4054773570477781,0.2208254269449715,0.38335670874240296,0.0906838453914767
2023-07,0.5929919137466307,0.3262544105223051,0.43054014058453566,0.3587640142193054,0.07730426164519326
2023-08,0.6349206349206349,0.33311769326740914,0.3202614379084967,0.33358759216882783,0.08325074331020813
2023-09,0.651872399445215,0.23673465908606584,0.1993860651056539,0.47305473476853804,0.10059464816650149
2023-10,0.877076411960133,0.20439389917716477,0.127359781121751,0.34270306707111564,0.10505450941526263
2023-11,0.5494505494505495,0.3769838589856147,0.3291148190045249,0.3428093645484949,0.10158572844400396
2023-12,0.6851971557853911,0.28072175719751,0.3097551237689646,0.3656633221850613,0.10802775024777006
2024-01,0.7078507078507078,0.3150938471395013,0.3083598304186539,0.29977803890847365,0.10852329038652131
2024-02,0.6043956043956044,0.29114607955696625,0.17552790346907993,0.44184318097361575,0.07581764122893954
2024-03,0.8866995073891626,0.031818594653507226,0.11802738336713994,0.5737131434282858,0.055996035678889985
